state,data_year,county_fips,county_name,median_household_income,poverty_rate,unemployment_rate,bachelors_plus_rate,B17001_001E,B23025_003E,B15003_001E
CA,2024,6063,PLUMAS,66031,0.1059864653826132,0.0915245410753808,0.225494071146245,19210,7681,15180
CA,2024,6065,RIVERSIDE,93074,0.1061703902132803,0.0650109164349215,0.2556789012234556,2443638,1191323,1649835
CA,2024,6067,SACRAMENTO,92175,0.1249584965695787,0.0671211222588113,0.3413246170052232,1575171,805946,1097404
CA,2024,6069,SAN BENITO,114394,0.0666806051283583,0.0538125553113134,0.2408848001082324,66961,35029,44349
CA,2024,6071,SAN BERNARDINO,85478,0.1334703525198839,0.0710885666676858,0.2329676792148355,2156389,1046624,1421562
CA,2024,6073,SAN DIEGO,106268,0.1027902300054463,0.0611003774156734,0.4315979109181484,3198446,1689384,2281385
CA,2024,6075,SAN FRANCISCO,140970,0.1115172712565074,0.0609270948740493,0.6033867365411525,817138,507262,661758
CA,2024,6077,SAN JOAQUIN,92179,0.1241120300349711,0.0756514687995282,0.2274954113976406,785218,379834,513773
CA,2024,6079,SAN LUIS OBISPO,97446,0.1290557443154239,0.0547854881132663,0.3984145162646045,267830,138011,190352
CA,2024,6081,SAN MATEO,158855,0.0670559322471392,0.0477529653499972,0.536726817181124,736087,413189,542805
CA,2024,6083,SANTA BARBARA,98161,0.1474138786386895,0.0641750609113058,0.3681115374114468,423298,219992,278364
CA,2024,6085,SANTA CLARA,164281,0.0710646700481001,0.0486659279483049,0.5649641570410001,1869227,1050468,1347266
CA,2024,6087,SANTA CRUZ,111093,0.116197849326732,0.0611863045909442,0.4393609945054024,253688,139492,178903
CA,2024,6089,SHASTA,72636,0.1328524751864866,0.0632005057012958,0.2376548717192797,178431,82262,128897
CA,2024,6091,SIERRA,63355,0.0443925233644859,0.1263073209975865,0.2581106870229007,2568,1243,2096
CA,2024,6093,SISKIYOU,59095,0.1638264189598174,0.0789170822600975,0.2332763178354843,42954,18247,32155
CA,2024,6095,SOLANO,100401,0.0998903471586348,0.0645633333182318,0.2875703726702171,442305,220729,315641
CA,2024,6097,SONOMA,104674,0.0889142699646289,0.0570509964943541,0.3848661115826098,478922,258155,354661
CA,2024,6099,STANISLAUS,81468,0.1353242606914548,0.0798349479727305,0.1964996740667161,548756,261978,354367
CA,2024,6101,SUTTER,79704,0.1443043398420762,0.0715961931250271,0.2091489231146837,98022,46022,65188
CA,2024,6103,TEHAMA,63784,0.1555831458058508,0.0585094791893658,0.1929065937759057,64435,27534,44633
CA,2024,6105,TRINITY,53002,0.2070039405109953,0.0838514833895896,0.2240590642805553,15734,5629,12461
CA,2024,6107,TULARE,71300,0.178860705981822,0.0931150036666759,0.1664221905523306,473100,215454,287690
